DateTime,UTC,Open,High,Low,Close,Ticks(from bar),Volume(from bar),EMA (50: Close)_EMA,EMA Cloud_MA1,EMA Cloud_MA2,EMA (100: Close)_EMA,EMA (150: Close)_EMA,EMA Cloud_MA1,EMA Cloud_MA2,EMA (12: Close)_EMA,Fractals_HighLine,Fractals_LowLine,EMA (64: Close)_EMA,BB (20:2)_Upper Band,BB (20:2)_Middle Band,BB (20:2)_Lower Band,EMA (9: Close)_EMA,EMA Cloud_MA1,EMA Cloud_MA2,
11/3/2025 6:01:37 AM,-08:00,26219.25,26263,26202,26255,50000,56618,,,,,,,,26227.6301775148,26263,26202,,,,,26204.21056,,,
11/3/2025 6:30:29 AM,-08:00,26242.75,26265.75,26176.25,26184.25,50000,56154,,,,,,,,26220.956304051,26265.75,26176.25,,,,,26200.218448,,,
11/3/2025 6:32:44 AM,-08:00,26255,26265.75,26165,26174.25,50000,56163,,,,,,,,26213.7707188124,26265.75,26165,,,,,26195.0247584,,,
11/3/2025 6:39:40 AM,-08:00,26184.25,26188,26131,26131.75,50000,56071,,,,,,,,26201.1521466874,26188,26131,,,,,26182.36980672,,,
11/3/2025 6:42:03 AM,-08:00,26174,26182.5,26119.5,26146.5,50000,56065,,,,,,,,26192.7441241201,26182.5,26119.5,,,,,26175.195845376,,,
11/3/2025 6:50:51 AM,-08:00,26131.75,26157,26101,26120.5,50000,55738,,,,,,,,26181.6296434862,26157,26101,,,,,26164.2566763008,,,
11/3/2025 6:53:06 AM,-08:00,26146.5,26157,26101,26107.5,50000,55564,,,,,,,,26170.2250829499,26157,26101,,,,,26152.9053410406,,,
11/3/2025 7:02:32 AM,-08:00,26120.5,26155,26088.25,26147.75,50000,56543,,,,,,,,26166.7673778807,26155,26088.25,,26246.881751292,26111.3333333333,25975.7849153746,26151.8742728325,,,
11/3/2025 7:05:44 AM,-08:00,26107.5,26155,26088.25,26108.25,50000,56920,,,,,,,,26157.7647043606,26155,26088.25,,26246.6297581367,26111.0396825397,25975.4496069427,26143.149418266,,,
11/3/2025 7:13:22 AM,-08:00,26148,26150.5,26082,26088.75,50000,55884,,,,,,,,26147.1470575359,26150.5,26082,,26246.3069307279,26108.9168556311,25971.5267805344,26132.2695346128,,,
11/3/2025 7:15:51 AM,-08:00,26108.25,26114,26048.25,26049,50000,56131,,,,,,,,26132.0475102227,26114,26048.25,,26248.2756071463,26103.2104884282,25958.14536971,26115.6156276902,,,
11/3/2025 7:24:50 AM,-08:00,26088.5,26090.5,26017.25,26032.75,50000,57383,,,,,,,,26116.7709701884,26090.5,26017.25,,26248.3779607652,26096.4999657207,25944.6219706763,26099.0425021522,,,
11/3/2025 7:26:41 AM,-08:00,26049.75,26055.5,26012.75,26055.5,50000,57347,,,,,,,,26107.3446670825,26055.5,26012.75,,26249.4695864853,26092.5952070807,25935.720827676,26090.3340017218,,,
11/3/2025 7:35:21 AM,-08:00,26033,26102.5,26012.75,26073.75,50000,56971,,,,,,,,26102.1762567621,26102.5,26012.75,,26249.4160374273,26090.8004254539,25932.1848134805,26087.0172013774,,,
11/3/2025 7:38:05 AM,-08:00,26055.75,26102.5,26050,26068,50000,56605,,,,,,,,26096.9183711064,26102.5,26050,,26247.7168116287,26088.6289563631,25929.5411010975,26083.2137611019,,,
11/3/2025 7:46:41 AM,-08:00,26073.75,26112.5,26054,26072.25,50000,56315,,,,,,,,26093.12323709,26112.5,26054,,26245.0161066657,26087.0690557571,25929.1220048484,26081.0210088815,,,
11/3/2025 7:50:16 AM,-08:00,26068,26112.5,26059,26070.75,50000,56472,,,,,,,,26089.6812006146,26112.5,26059,,26242.4578005742,26085.5148599707,25928.5719193672,26078.9668071052,,,
11/3/2025 8:02:18 AM,-08:00,26072.25,26104,26059,26074.25,50000,57207,,,,,,,,26087.3071697509,26104,26059,,26231.676022808,26084.442016164,25937.2080095199,26078.0234456842,26091.645898789,26070.9758064516,
11/3/2025 8:07:20 AM,-08:00,26070.75,26104,26046,26057.75,50000,57012,,,,,,,,26082.7599128661,26104,26046,,26219.0388000767,26081.8999193864,25944.7610386961,26073.9687565474,26086.8036275335,26070.122528616,
11/3/2025 8:25:47 AM,-08:00,26074.25,26099.5,26043.25,26067.5,50000,56173,,,,,,,,26080.4122339636,26099.5,26043.25,,26198.5423838437,26080.5284984925,25962.5146131413,26072.6750052379,26084.0459664573,26069.9533332214,
11/3/2025 8:30:10 AM,-08:00,26057.75,26099.5,26043.25,26092.25,50000,56182,,,,,,,,26082.2334287385,26099.5,26043.25,,26169.5769513297,26081.6448319694,25993.7127126091,26076.5900041903,26085.2179712491,26071.3918278523,
11/3/2025 8:48:36 AM,-08:00,26067.5,26127.5,26055,26118,50000,56701,,,,,,,,26087.7359781633,26127.5,26055,,26160.1299722476,26085.1072289247,26010.0844856018,26084.8720033522,26089.9011182135,26074.3988067006,
11/3/2025 8:55:28 AM,-08:00,26091.75,26144,26083,26130.25,50000,57253,,,,,,,,26094.2765969074,26144,26083,,26155.2092361949,26089.4065404557,26023.6038447164,26093.9476026818,26095.665244183,26078.0021094941,
11/3/2025 9:12:07 AM,-08:00,26118,26147.25,26088.75,26146.75,50000,56986,,,,,,,,26102.3494281524,26147.25,26088.75,,26163.1412663966,26094.867822317,26026.5943782374,26104.5080821454,26102.9630664426,26082.4374572686,
11/3/2025 9:17:21 AM,-08:00,26130.25,26149,26088.75,26142.5,50000,56586,,,,,,,,26108.5264392059,26149,26088.75,,26168.666597539,26099.4042201916,26030.1418428442,26112.1064657163,26108.6111998079,26086.3124600255,
11/3/2025 9:37:11 AM,-08:00,26146.75,26160.25,26131,26144.5,50000,56818,,,,,,,,26114.0608331742,26160.25,26131,,26177.3837542247,26103.6990563638,26030.0143585029,26118.5851725731,26113.7381712639,26090.0664948626,
11/3/2025 9:45:43 AM,-08:00,26142.5,26166,26136,26156.75,50000,56761,,,,,,,,26120.6283973013,26166,26136,,26189.0553700566,26108.7515271863,26028.4476843161,26126.2181380585,26119.8827182262,26094.3686564843,
11/3/2025 10:24:18 AM,-08:00,26144.75,26166,26108,26111.75,50000,58503,,,,,,,,26119.2624900241,26166,26108,,26187.6659568069,26109.0370960257,26030.4082352446,26123.3245104468,26118.7209013368,26095.4900334853,
11/3/2025 10:34:19 AM,-08:00,26157.25,26164.5,26103.25,26110,50000,58672,,,,,,,,26117.8374915589,26164.5,26103.25,,26187.8323483977,26109.1288011661,26030.4252539346,26120.6596083574,26117.4750582887,26096.4261603573,
11/3/2025 11:04:40 AM,-08:00,26111.75,26129.75,26087,26097.5,50000,56342,,,,,,,,26114.7086467037,26129.75,26087,,26185.5161011302,26108.0212962932,26030.5264914561,26116.0276866859,26114.6214785331,26096.4954403342,
11/3/2025 11:11:22 AM,-08:00,26110,26129.75,26066,26090.25,50000,56151,,,,,,,,26110.94577798,26129.75,26066,,26178.5496779522,26106.3287918843,26034.1079058164,26110.8721493487,26111.1398387427,26096.0925086997,
11/3/2025 11:39:59 AM,-08:00,26097.5,26125.5,26066,26101.5,50000,56572,,,,,,,,26109.4925813677,26125.5,26066,,26169.9934482318,26105.8689069429,26041.7443656541,26108.997719479,26109.7627189223,26096.4413791062,
11/3/2025 11:44:59 AM,-08:00,26090.75,26125.5,26089.5,26097,50000,56384,,,,,,,,26107.5706457727,26125.5,26089.5,,26164.9519914678,26105.0242491388,26045.0965068099,26106.5981755832,26107.939473362,26096.4774191639,
11/3/2025 12:12:25 PM,-08:00,26101.5,26114.5,26071.75,26084.25,50000,56723,,,,,,,,26103.9828541154,26114.5,26071.75,,26161.738817285,26103.0457492209,26044.3526811567,26102.1285404666,26104.5552628817,26095.6885534114,
11/3/2025 12:24:39 PM,-08:00,26097.25,26109.25,26071.75,26105.5,50000,57306,,,,,,,,26104.2162611745,26109.25,26071.75,,26159.8453097528,26103.2794873903,26046.7136650278,26102.8028323732,26104.6902253272,26096.3215499655,
11/3/2025 12:52:06 PM,-08:00,26084.25,26178,26078.5,26113,50000,57708,,,,,,,,26105.5676056092,26178,26078.5,,26159.0893675492,26104.205250496,26049.3211334427,26104.8422658986,26105.8773359947,26097.397579,
11/3/2025 12:59:20 PM,-08:00,26105.25,26178,26063.25,26069.5,50000,57561,,,,,,,,26100.0187432078,26178,26063.25,,26156.6515169985,26100.899988544,26045.1484600894,26097.7738127189,26100.6805737098,26095.5977351935,
11/3/2025 1:44:25 PM,-08:00,26113,26120.75,26107.25,26113,2548,2841,,26102.0158596374,26071.2058823529,,,,,26102.0158596374,26120.75,26107.25,,26156.275678666,26102.0523705874,26047.8290625088,26100.8190501751,26102.4404917512,26096.7204619552,
11/3/2025 3:00:00 PM,-08:00,26105.25,26105.25,25982,26005.5,50000,55896,,26087.167265847,26068.6291810842,,,,,26087.167265847,26105.25,25982,,26163.2632200385,26092.8569067219,26022.4505934054,26081.7552401401,26088.5918500725,26090.8352708613,
11/3/2025 3:49:03 PM,-08:00,26069.5,26070.75,25982,26006.75,50000,55653,,26074.7953787936,26066.2025465319,,,,,26074.7953787936,26070.75,25982,,26169.3243748895,26084.6562489389,25999.9881229883,26066.7541921121,26076.900157205,26085.4104146767,
11/3/2025 5:18:30 PM,-08:00,26005.5,26030.75,25938,25962,50000,55541,,26057.4422435946,26062.1161721581,,,,,26057.4422435946,26030.75,25938,,26181.1770852044,26072.9747014209,25964.7723176374,26045.8033536896,26060.4858490328,26077.4484524395,
11/3/2025 5:41:00 PM,-08:00,26006.25,26019.25,25938,25953,50000,55455,,26041.3742061185,26057.8371065833,,,,,26041.3742061185,26019.25,25938,,26188.0043443915,26061.5485393808,25935.0927343701,26027.2426829517,26045.1307277424,26069.4195200241,
11/3/2025 7:04:45 PM,-08:00,25962,25976.25,25878.75,25885.25,50000,55836,,26017.3550974849,26051.0689847565,,,,,26017.3550974849,25976.25,25878.75,,26200.2337312933,26044.7582022969,25889.2826733006,25998.8441463614,26022.2906237792,26057.5376155064,
11/3/2025 7:32:03 PM,-08:00,25952.75,25960.25,25838,25838.75,50000,55994,,25989.8773901795,26042.7427500601,,,,,25989.8773901795,25960.25,25838,,26210.6644359953,26025.1383735068,25839.6123110182,25966.8253170891,25996.0705346679,26043.4222854737,
11/3/2025 9:24:10 PM,-08:00,25885.25,25889.75,25754.25,25787.5,50000,55653,,25958.742407075,26032.7332304499,,,,,25958.742407075,25889.75,25754.25,,26221.595767597,26002.5061474585,25783.41652732,25930.9602536713,25966.2747440011,26026.9111702819,
11/3/2025 9:41:08 PM,-08:00,25838.75,25849.75,25754.25,25771,50000,55309,,25929.8589598327,26022.469182197,,,,,25929.8589598327,25849.75,25754.25,,26225.9043521003,25980.4579429386,25735.011533777,25898.968202937,25938.3783520009,26010.4007721992,
11/3/2025 10:15:01 PM,-08:00,25787.5,25799.25,25737.25,25747.25,50000,55511,,25901.7652737046,26011.6762730912,,,,,25901.7652737046,25799.25,25737.25,,26224.3251704913,25958.2476626588,25692.1701548262,25868.6245623496,25911.0743017151,25993.423303025,
11/3/2025 10:25:15 PM,-08:00,25771,25799.25,25737.25,25770,50000,55762,,25881.4936931346,26002.1987721857,,,,,25881.4936931346,25799.25,25737.25,,26220.2402744605,25940.3193138341,25660.3983532078,25848.8996498797,25890.9208300415,25979.0088963782,
11/3/2025 11:16:00 PM,-08:00,25746.5,25803.5,25729,25769.5,50000,55208,,25864.2638941909,25993.0733301392,,,,,25864.2638941909,25803.5,25729,,26212.4023092442,25924.0508077547,25635.6993062652,25833.0197199038,25873.5749971784,25965.4921933861,
11/3/2025 11:30:06 PM,-08:00,25770,25803.5,25729,25785.5,50000,54638,,25852.1463720076,25984.9331995455,,,,,25852.1463720076,25803.5,25729,,26201.8885351163,25910.8554927304,25619.8224503446,25823.515775923,25860.9928547244,25953.8797938128,
11/4/2025 12:26:26 AM,-08:00,25769.75,25790.5,25711.25,25731,50000,54223,,25833.5084686218,25974.9750348574,,,,,25833.5084686218,25790.5,25711.25,,26192.3788678629,25893.7263981847,25595.0739285065,25805.0126207384,25842.4224469066,25939.5004522765,
11/4/2025 12:42:20 AM,-08:00,25785.5,25789.25,25700,25707,50000,54663,,25814.0456272954,25964.4662099611,,,,,25814.0456272954,25789.25,25700,25730.2615384615,26178.9944655941,25875.9429316909,25572.8913977877,25785.4100965907,25823.0763830628,25924.5004230974,
11/4/2025 1:40:02 AM,-08:00,25731,25752.5,25644.75,25721,50000,55303,,25799.7309154038,25954.9185154528,,,,,25799.7309154038,25752.5,25644.75,25729.9765680473,26161.4265760075,25861.186462006,25560.9463480046,25772.5280772726,25808.4940426253,25911.3713635427,
11/4/2025 1:52:08 AM,-08:00,25706.5,25760.25,25644.75,25759.75,50000,55360,,25793.5800053417,25947.2648481801,,,,,25793.5800053417,25760.25,25644.75,25730.8926736459,26141.4993006379,25851.5258465769,25561.5523925159,25769.9724618181,25801.5306079645,25901.5893400883,
11/4/2025 2:31:29 AM,-08:00,25721,25792.75,25721,25747.5,50000,55951,,25786.4907737507,25939.4309325652,,,,,25786.4907737507,25792.75,25721,25731.4036683029,26114.7228827888,25841.6186230934,25568.5143633979,25765.4779694544,25793.8119496839,25891.6480923407,
11/4/2025 2:41:49 AM,-08:00,25759.75,25792.75,25725,25731,50000,55819,,25777.9537316352,25931.2571705038,,,,,25777.9537316352,25792.75,25725,25731.3912477398,26081.8252445895,25831.0835161321,25580.3417876747,25758.5823755636,25784.8388140147,25881.2836992865,
11/4/2025 4:02:16 AM,-08:00,25747.5,25790.5,25725,25733,50000,55845,,25771.0377729221,25923.4823795037,,,,,25771.0377729221,25790.5,25725,25731.4407478093,26052.8607445372,25821.7422288814,25590.6237132256,25753.4659004508,25777.4332691555,25871.7170090099,
11/4/2025 4:13:16 AM,-08:00,25731,25790.5,25707,25707,50000,55963,,25761.1858078571,25914.9928744251,,,,,25761.1858078571,25790.5,25707,25730.6887247998,26006.2136568075,25810.8143975594,25615.4151383113,25744.1727203607,25767.3713735618,25861.0901052028,
11/4/2025 5:19:10 AM,-08:00,25732.5,25748.5,25684.5,25687.75,50000,55670,,25749.8879912637,25906.0813891535,,,,,25749.8879912637,25748.5,25684.5,25729.3675332675,25978.6328893189,25799.0939787442,25619.5550681695,25732.8881762885,25755.9968916244,25849.9068726091,
11/4/2025 5:27:43 AM,-08:00,25707,25735.25,25683.25,25714.75,50000,55437,,25744.4821464539,25898.578197422,,,,,25744.4821464539,25735.25,25683.25,25728.9177630131,25945.2464755322,25791.0612188638,25636.8759621955,25729.2605410308,25750.1044785352,25841.1870743762,
11/4/2025 6:02:26 AM,-08:00,25688.5,25757,25683.25,25752.25,50000,54700,,25745.6772008456,25892.8398367388,,,,,25745.6772008456,25757,25683.25,25729.6356779973,25919.7053112806,25787.3649123054,25655.0245133301,25733.8584328247,25750.4109816016,25835.44919861,
11/4/2025 6:11:47 AM,-08:00,25714.75,25757,25705.5,25714.75,50000,54543,,25740.9191699463,25885.8559215726,,,,,25740.9191699463,25757,25705.5,25729.1776571359,25887.1064433406,25780.4492063715,25673.7919694024,25730.0367462597,25745.3165556585,25827.6621535384,
11/4/2025 6:31:35 AM,-08:00,25752.25,25755.5,25663,25697.75,50000,54210,,25734.2777591853,25878.4792187658,,,,,25734.2777591853,25755.5,25663,25728.2106523009,25864.657626805,25772.573091479,25680.4885561529,25723.5793970078,25738.5213334216,25819.2807242779,
11/4/2025 6:32:59 AM,-08:00,25715.25,25722,25663,25685,50000,54099,,25726.6965654645,25870.8917984221,,,,,25726.6965654645,25722,25663,25726.8810937686,25847.7572098783,25764.2327970524,25680.7083842265,25715.8635176062,25730.8754286471,25810.6174517438,
11/4/2025 6:37:41 AM,-08:00,25697.75,25782,25676,25775,50000,54217,,25734.1278630854,25867.1313357388,,,,,25734.1278630854,25782,25676,25728.3616754988,25849.7099026683,25765.2582449522,25680.8065872361,25727.690814085,25737.1789388404,25808.3195516313,
11/4/2025 6:39:40 AM,-08:00,25685,25782,25680.5,25747.25,50000,54352,,25736.1466533799,25862.4301068863,,,,,25736.1466533799,25782,25680.5,25728.9428547142,25845.8594994969,25763.5431740044,25681.2268485118,25731.602651268,25738.6176618632,25804.3795805583,
11/4/2025 6:45:32 AM,-08:00,25775,25837.5,25735,25835.75,50000,55751,,25751.4702451676,25861.3838281849,,,,,25751.4702451676,25837.5,25735,25732.2292284153,25866.9895714108,25770.4200145754,25673.8504577399,25752.4321210144,25752.4937101684,25806.4034785868,
11/4/2025 6:47:33 AM,-08:00,25747,25861,25735,25859.25,50000,56332,,25768.0517459111,25861.3001486483,,,,,25768.0517459111,25861,25735,25736.1375598487,25893.0726043481,25778.8800131872,25664.6874220264,25773.7956968115,25767.7446087158,25809.8129315812,
11/4/2025 6:53:38 AM,-08:00,25836.25,25886,25828.75,25876.5,50000,56192,,25784.736092694,25861.8962212503,,,,,25784.736092694,25886,25828.75,25740.456404161,25920.6092412548,25788.1771547885,25655.7450683221,25794.3365574492,25783.281093185,25814.1153230921,
11/4/2025 6:55:11 AM,-08:00,25859.25,25886,25848,25856.75,50000,55694,,25795.8151553564,25861.6944086522,,,,,25795.8151553564,25886,25848,25744.0346686484,25938.0186990199,25794.7079019515,25651.3971048831,25806.8192459594,25793.7766513014,25816.8659474088,
11/4/2025 7:04:15 AM,-08:00,25876.5,25882.5,25825.5,25861.25,50000,54778,,25805.8820545324,25861.676980862,,,,,25805.8820545324,25882.5,25825.5,25747.6412942284,25951.4032318917,25801.0452446228,25650.6872573538,25817.7053967675,25803.4157011155,25819.7294346727,
11/4/2025 7:06:24 AM,-08:00,25856.75,25871,25825.5,25864.75,50000,54616,,25814.9386615274,25861.7974914164,,,,,25814.9386615274,25871,25825.5,25751.2446390214,25960.3412661211,25807.1123641825,25653.8834622439,25827.114317414,25812.1777438133,25822.6339872745,
11/4/2025 7:15:37 AM,-08:00,25861.25,25893.75,25843.5,25869,50000,55417,,25823.2557905232,25862.0799427334,,,,,25823.2557905232,25893.75,25843.5,25754.8678808977,25969.4409636418,25813.0064247365,25656.5718858313,25835.4914539312,25820.2952089828,25825.6253429342,
11/4/2025 7:19:16 AM,-08:00,25864.75,25893.75,25845,25849.25,50000,55719,,25827.2548996735,25861.5768077242,,,,,25827.2548996735,25893.75,25845,25757.7719461008,25975.1212728727,25816.4581938093,25657.7951147458,25838.243163145,25824.4316076996,25827.1495143578,
11/4/2025 7:31:19 AM,-08:00,25869,25890.25,25839.5,25841.5,50000,55989,,25829.4464535699,25860.7894819311,,,,,25829.4464535699,25890.25,25839.5,25760.3481939131,25976.988433853,25818.8431277322,25660.6978216114,25838.894530516,25826.8699494568,25828.0753521412,
11/4/2025 7:34:21 AM,-08:00,25849.25,25890.25,25823,25824.75,50000,56028,,25828.7239222514,25859.3761689142,,,,,25828.7239222514,25890.25,25823,25762.3297879465,25973.0781521859,25819.4056869958,25665.7332218057,25836.0656244128,25826.5670995344,25827.8608132933,
11/4/2025 7:47:57 AM,-08:00,25841,25842,25763.75,25809,50000,56017,,25825.6894726743,25857.4006328784,,,,,25825.6894726743,25842,25763.75,25763.7657944713,25966.4892604252,25818.4146691867,25670.3400779481,25830.6524995302,25824.0575138866,25826.6439866292,
11/4/2025 7:50:35 AM,-08:00,25824.75,25832,25763.75,25804.25,50000,56036,,25822.3910922628,25855.3162943341,,,,,25822.3910922628,25832,25763.75,25765.0114623337,25955.8188557743,25817.0656530736,25678.312450373,25825.3719996242,25821.2278690457,25825.1992132983,
11/4/2025 8:00:17 AM,-08:00,25808.5,25823,25758.5,25771.25,50000,55510,,25814.5232319147,25852.0195769093,,,,,25814.5232319147,25823,25758.5,25765.2034173388,25938.5023185784,25812.7022575428,25686.9021965072,25814.5475996993,25814.0881734677,25821.718618892,
11/4/2025 8:02:28 AM,-08:00,25804.5,25807.5,25758.5,25765.25,50000,55442,,25806.9427346971,25848.616848403,,,,,25806.9427346971,25807.5,25758.5,25765.2048506514,25926.8796340733,25808.1829949197,25689.4863557661,25804.6880797595,25807.1112915437,25818.0754821893,
11/4/2025 8:15:45 AM,-08:00,25771.25,25790.25,25737.75,25771.5,50000,55454,,25801.4900062821,25845.5926582696,,,,,25801.4900062821,25790.25,25737.75,25765.3985475545,25921.5819868866,25804.6893763559,25687.7967658252,25798.0504638076,25802.0239641804,25815.0706123706,
11/4/2025 8:18:38 AM,-08:00,25765.25,25781.25,25737.75,25779.5,50000,55519,,25798.1069283926,25843.0007893178,,,,,25798.1069283926,25781.25,25737.75,25765.832438399,25912.9459305918,25802.2903881315,25691.6348456713,25794.3403710461,25798.8062550117,25812.7757341532,
11/4/2025 8:32:50 AM,-08:00,25771.75,25796.25,25735.25,25753.5,50000,55454,,25791.2443240245,25839.4909544426,,,,,25791.2443240245,25796.25,25735.25,25765.4529787559,25902.0871489317,25797.6436845,25693.2002200683,25786.1722968368,25792.3339328672,25808.95149324,
11/4/2025 8:36:55 AM,-08:00,25780,25796.25,25730.5,25755,50000,55385,,25785.6682741746,25836.1775836802,,,,,25785.6682741746,25796.25,25730.5,25765.1313486404,25890.1016819486,25793.5823812143,25697.0630804799,25779.9378374695,25787.0005138862,25805.4707517407,
11/4/2025 8:50:56 AM,-08:00,25753.5,25767.75,25703.75,25712.75,50000,55520,,25774.4500781477,25831.3372862809,,,,,25774.4500781477,25767.75,25703.75,25763.519614836,25894.6337047769,25785.8840591938,25677.1344136108,25766.5002699756,25776.3932976167,25799.4887677574,
11/4/2025 8:54:31 AM,-08:00,25755.25,25767.75,25700.5,25705.75,50000,55570,,25763.8808353558,25826.4122946621,,,,,25763.8808353558,25767.75,25700.5,25761.7420882257,25898.316227416,25778.2522440325,25658.188260649,25754.3502159805,25766.3013979572,25793.4411053215,
11/4/2025 9:10:02 AM,-08:00,25712.75,25721.25,25642.25,25705.5,50000,56556,,25754.8991683779,25821.6706360479,,,,,25754.8991683779,25721.25,25642.25,25760.0115624341,25899.0369013547,25771.3234588866,25643.6100164184,25744.5801727844,25757.6154839633,25787.7674856233,
11/4/2025 9:15:00 AM,-08:00,25705.75,25733.5,25642.25,25720,50000,56678,25823.483032678,25749.5300655506,25817.6835522813,25705.7871287129,,25817.6835522813,25705.7871287129,25749.5300655506,25733.5,25642.25,25758.7804374362,25894.1338575996,25766.4355104212,25638.7371632428,25739.6641382275,25752.2418433971,25783.3953897766,
11/4/2025 9:24:58 AM,-08:00,25705.25,25733.5,25662,25675.75,50000,55365,25818.028863032,25738.1792862351,25812.1175306232,25705.1923340849,,25812.1175306232,25705.1923340849,25738.1792862351,25733.5,25662,25756.2256547458,25888.5539398808,25757.798795143,25627.0436504052,25726.881310582,25741.3144371975,25776.4505259201,
11/4/2025 9:27:49 AM,-08:00,25720,25731.25,25662,25701.5,50000,55235,25813.8203525346,25732.536319122,25807.7795882458,25705.1192185585,,25807.7795882458,25705.1192185585,25732.536319122,25731.25,25662,25754.5417884459,25881.7169844998,25752.4370051294,25623.157025759,25721.8050484656,25735.626660455,25771.6150081188,
11/4/2025 9:44:54 AM,-08:00,25676.25,25728.5,25656.75,25663,50000,55323,25808.3905050923,25721.8384238725,25802.1019573342,25704.2851746266,,25802.1019573342,25704.2851746266,25721.8384238725,25728.5,25656.75,25751.7251180322,25875.2089342498,25743.919195117,25612.6294559843,25710.0440387725,25725.2514232472,25764.6075882402,
11/4/2025 9:48:22 AM,-08:00,25701.5,25728.5,25644.75,25657.75,50000,55343,25803.1212087484,25711.9786663536,25796.4410962623,25703.3636860201,,25796.4410962623,25703.3636860201,25711.9786663536,25728.5,25644.75,25748.8335759389,25865.7750387837,25735.7126051059,25605.6501714281,25699.585231018,25715.6083627833,25757.7135502892,
11/4/2025 10:05:51 AM,-08:00,25663,25670,25618.75,25648,50000,56145,25797.7523109623,25702.1357946069,25790.619876801,25702.2673754059,,25790.619876801,25702.2673754059,25702.1357946069,25670,25618.75,25745.7310043716,25853.2594225715,25727.3590236672,25601.458624763,25689.2681848144,25705.9500252428,25750.6352567221,
11/4/2025 10:10:35 AM,-08:00,25657.75,25670,25611.25,25618,50000,56399,25791.3314664966,25689.1918262058,25783.8504698676,25700.5987145068,,25783.8504698676,25700.5987145068,25689.1918262058,25670,25611.25,25741.8008196217,25844.510032707,25716.9438785561,25589.3777244051,25675.0145478515,25693.3857359224,25742.0781433852,
11/4/2025 10:24:25 AM,-08:00,25648,25655,25603,25646.5,50000,56309,25786.3110928731,25682.6238529434,25778.4641769317,25699.5274528334,,25778.4641769317,25699.5274528334,25682.6238529434,25655,25603,25738.8684867102,25831.6610838862,25710.2349377412,25588.8087915962,25669.3116382812,25686.6877736478,25735.9118115539,
11/4/2025 10:28:07 AM,-08:00,25618,25658.5,25603,25634.75,50000,56133,25781.0160679855,25675.2586447983,25772.8283268559,25698.2447309951,,25772.8283268559,25698.2447309951,25675.2586447983,25658.5,25603,25735.6648409653,25820.2535320762,25703.0458960516,25585.838260027,25662.399310625,25679.2680916981,25729.3852430666,
11/4/2025 10:45:31 AM,-08:00,25646.5,25688.5,25629,25684.75,50000,56018,25777.9223053969,25676.7188532908,25769.3742748223,25697.9775085991,,25769.3742748223,25697.9775085991,25676.7188532908,25688.5,25629,25734.0982304741,25809.2407224926,25701.3034297609,25593.3661370293,25666.8694485,25680.0512214555,25726.5055499655,
11/4/2025 10:49:33 AM,-08:00,25634.75,25688.5,25630.75,25657,50000,55922,25773.5969889746,25673.6851835538,25764.9674405156,25697.1660727853,,25764.9674405156,25697.1660727853,25673.6851835538,25688.5,25630.75,25731.7259772287,25797.0650693455,25697.084055498,25597.1030416505,25664.8955588,25676.758189819,25722.0213209355,
