DatePST,TimePST,EvaluationCount,Price,EMA7,DeviationPct,Bias,Reason
2026-03-30,16:25:19,70,23058.50,23059.14,0.003,None,Debounce active
2026-03-30,16:25:19,71,23058.25,23058.92,0.003,None,Debounce active
2026-03-30,16:25:19,72,23058.50,23058.81,0.001,None,Debounce active
2026-03-30,16:25:19,73,23058.50,23058.73,0.001,None,Debounce active
2026-03-30,16:25:19,74,23058.50,23058.68,0.001,None,Debounce active
2026-03-30,16:25:19,75,23058.50,23058.63,0.001,None,Debounce active
2026-03-30,16:25:19,76,23058.50,23058.60,0.000,None,Debounce active
2026-03-30,16:25:19,77,23057.75,23058.39,0.003,None,Debounce active
2026-03-30,16:25:19,78,23057.75,23058.23,0.002,None,Debounce active
2026-03-30,16:25:19,79,23057.50,23058.05,0.002,None,Debounce active
2026-03-30,16:25:19,80,23057.25,23057.85,0.003,None,Debounce active
2026-03-30,16:25:19,81,23057.25,23057.70,0.002,None,Debounce active
2026-03-30,16:25:19,82,23057.00,23057.52,0.002,None,Debounce active
2026-03-30,16:25:19,83,23056.00,23057.14,0.005,None,Debounce active
2026-03-30,16:25:19,84,23056.00,23056.86,0.004,None,Debounce active
2026-03-30,16:25:19,85,23056.25,23056.71,0.002,None,Debounce active
2026-03-30,16:25:19,86,23056.50,23056.65,0.001,None,Debounce active
2026-03-30,16:25:19,87,23056.50,23056.62,0.001,None,Debounce active
2026-03-30,16:25:20,88,23056.50,23056.59,0.000,None,Debounce active
2026-03-30,16:25:20,89,23057.25,23056.75,0.002,None,Debounce active
2026-03-30,16:25:20,90,23057.75,23057.00,0.003,None,Debounce active
2026-03-30,16:25:22,91,23057.75,23057.19,0.002,None,Debounce active
2026-03-30,16:25:22,92,23057.25,23057.20,0.000,None,Debounce active
2026-03-30,16:25:22,93,23057.25,23057.22,0.000,None,Debounce active
2026-03-30,16:25:22,94,23057.25,23057.22,0.000,None,Debounce active
2026-03-30,16:25:22,95,23057.00,23057.17,0.001,None,Debounce active
2026-03-30,16:25:22,96,23057.00,23057.13,0.001,None,Debounce active
2026-03-30,16:25:22,97,23057.00,23057.09,0.000,None,Debounce active
2026-03-30,16:25:22,98,23057.00,23057.07,0.000,None,Debounce active
2026-03-30,16:25:22,99,23056.75,23056.99,0.001,None,Debounce active
2026-03-30,16:25:22,100,23056.75,23056.93,0.001,None,Debounce active
2026-03-30,16:25:22,101,23056.75,23056.89,0.001,None,Debounce active
2026-03-30,16:25:22,102,23056.75,23056.85,0.000,None,Debounce active
2026-03-30,16:25:22,103,23056.75,23056.83,0.000,None,Debounce active
2026-03-30,16:25:22,104,23056.50,23056.74,0.001,None,Debounce active
2026-03-30,16:25:22,105,23056.50,23056.68,0.001,None,Debounce active
2026-03-30,16:25:22,106,23056.50,23056.64,0.001,None,Debounce active
2026-03-30,16:25:22,107,23056.50,23056.60,0.000,None,Debounce active
2026-03-30,16:25:22,108,23056.25,23056.51,0.001,None,Debounce active
2026-03-30,16:25:22,109,23056.25,23056.45,0.001,None,Debounce active
2026-03-30,16:25:22,110,23056.25,23056.40,0.001,None,Debounce active
2026-03-30,16:25:22,111,23056.25,23056.36,0.000,None,Debounce active
2026-03-30,16:25:22,112,23056.25,23056.33,0.000,None,Debounce active
2026-03-30,16:25:22,113,23056.00,23056.25,0.001,None,Debounce active
2026-03-30,16:25:22,114,23056.00,23056.19,0.001,None,Debounce active
2026-03-30,16:25:22,115,23056.00,23056.14,0.001,None,Debounce active
2026-03-30,16:25:22,116,23056.00,23056.11,0.000,None,Debounce active
2026-03-30,16:25:22,117,23056.00,23056.08,0.000,None,Debounce active
2026-03-30,16:25:22,118,23055.75,23056.00,0.001,None,Debounce active
2026-03-30,16:25:22,119,23055.75,23055.94,0.001,None,Debounce active
2026-03-30,16:25:22,120,23055.75,23055.89,0.001,None,Debounce active
2026-03-30,16:25:22,121,23055.75,23055.85,0.000,None,Debounce active
2026-03-30,16:25:22,122,23055.75,23055.83,0.000,None,Debounce active
2026-03-30,16:25:22,123,23055.50,23055.75,0.001,None,Debounce active
2026-03-30,16:25:22,124,23055.50,23055.68,0.001,None,Debounce active
2026-03-30,16:25:22,125,23055.50,23055.64,0.001,None,Debounce active
2026-03-30,16:25:22,126,23055.50,23055.60,0.000,None,Debounce active
2026-03-30,16:25:22,127,23055.50,23055.58,0.000,None,Debounce active
2026-03-30,16:25:22,128,23055.50,23055.56,0.000,None,Debounce active
2026-03-30,16:25:22,129,23055.25,23055.48,0.001,None,Debounce active
2026-03-30,16:25:22,130,23055.25,23055.42,0.001,None,Debounce active
2026-03-30,16:25:22,131,23055.25,23055.38,0.001,None,Debounce active
2026-03-30,16:25:22,132,23055.25,23055.35,0.000,None,Debounce active
2026-03-30,16:25:22,133,23055.25,23055.32,0.000,None,Debounce active
2026-03-30,16:25:22,134,23055.00,23055.24,0.001,None,Debounce active
2026-03-30,16:25:22,135,23055.00,23055.18,0.001,None,Debounce active
2026-03-30,16:25:22,136,23055.00,23055.14,0.001,None,Debounce active
2026-03-30,16:25:22,137,23055.00,23055.10,0.000,None,Debounce active
2026-03-30,16:25:22,138,23055.75,23055.26,0.002,None,Debounce active
2026-03-30,16:25:22,139,23056.00,23055.45,0.002,None,Debounce active
2026-03-30,16:25:22,140,23056.00,23055.59,0.002,None,Debounce active
2026-03-30,16:25:22,141,23055.00,23055.44,0.002,None,Debounce active
2026-03-30,16:25:22,142,23054.25,23055.14,0.004,None,Debounce active
2026-03-30,16:25:22,143,23054.25,23054.92,0.003,None,Debounce active
2026-03-30,16:25:22,144,23053.50,23054.56,0.005,None,Debounce active
2026-03-30,16:25:22,145,23053.25,23054.24,0.004,None,Debounce active
2026-03-30,16:25:22,146,23053.25,23053.99,0.003,None,Debounce active
2026-03-30,16:25:22,147,23053.25,23053.80,0.002,None,Debounce active
2026-03-30,16:25:22,148,23053.00,23053.60,0.003,None,Debounce active
2026-03-30,16:25:22,149,23053.00,23053.45,0.002,None,Debounce active
2026-03-30,16:25:22,150,23053.00,23053.34,0.001,None,Debounce active
2026-03-30,16:25:22,151,23053.25,23053.32,0.000,None,Debounce active
2026-03-30,16:25:23,152,23053.25,23053.30,0.000,None,Debounce active
2026-03-30,16:25:23,153,23053.75,23053.41,0.001,None,Debounce active
2026-03-30,16:25:23,154,23053.75,23053.50,0.001,None,Debounce active
2026-03-30,16:25:24,155,23054.50,23053.75,0.003,None,Debounce active
2026-03-30,16:25:24,156,23054.50,23053.94,0.002,None,Debounce active
2026-03-30,16:25:24,157,23054.50,23054.08,0.002,None,Debounce active
2026-03-30,16:25:24,158,23054.50,23054.18,0.001,None,Debounce active
2026-03-30,16:25:24,159,23054.75,23054.32,0.002,None,Debounce active
2026-03-30,16:25:24,160,23054.75,23054.43,0.001,None,Debounce active
2026-03-30,16:25:24,161,23055.00,23054.57,0.002,None,Debounce active
2026-03-30,16:25:24,162,23054.75,23054.62,0.001,None,Debounce active
2026-03-30,16:25:25,163,23054.25,23054.53,0.001,None,Debounce active
2026-03-30,16:25:25,164,23055.00,23054.64,0.002,None,Debounce active
2026-03-30,16:25:25,165,23054.00,23054.48,0.002,None,Debounce active
2026-03-30,16:25:25,166,23054.00,23054.36,0.002,None,Debounce active
2026-03-30,16:25:25,167,23054.00,23054.27,0.001,None,Debounce active
2026-03-30,16:25:25,168,23054.00,23054.20,0.001,None,Debounce active
2026-03-30,16:25:25,169,23053.75,23054.09,0.001,None,Debounce active
2026-03-30,16:25:25,170,23053.75,23054.01,0.001,None,Debounce active
2026-03-30,16:25:25,171,23053.75,23053.94,0.001,None,Debounce active
2026-03-30,16:25:25,172,23053.75,23053.89,0.001,None,Debounce active
2026-03-30,16:25:25,173,23053.50,23053.80,0.001,None,Debounce active
2026-03-30,16:25:26,174,23053.75,23053.78,0.000,None,Debounce active
2026-03-30,16:25:26,175,23053.75,23053.78,0.000,Sell,Order placed
2026-03-30,16:25:26,176,23054.25,23053.89,0.002,None,Debounce active
2026-03-30,16:25:26,177,23055.00,23054.17,0.004,None,Debounce active
2026-03-30,16:25:26,178,23054.25,23054.19,0.000,None,Debounce active
2026-03-30,16:25:27,179,23054.00,23054.14,0.001,None,Debounce active
2026-03-30,16:25:27,180,23054.50,23054.23,0.001,None,Debounce active
2026-03-30,16:25:27,181,23054.50,23054.30,0.001,None,Debounce active
2026-03-30,16:25:27,182,23054.50,23054.35,0.001,None,Debounce active
2026-03-30,16:25:27,183,23054.50,23054.39,0.000,None,Debounce active
2026-03-30,16:25:27,184,23054.75,23054.48,0.001,None,Debounce active
2026-03-30,16:25:27,185,23054.75,23054.55,0.001,None,Debounce active
2026-03-30,16:25:27,186,23054.75,23054.60,0.001,None,Debounce active
2026-03-30,16:25:27,187,23054.75,23054.64,0.000,None,Debounce active
2026-03-30,16:25:27,188,23054.75,23054.66,0.000,None,Debounce active
2026-03-30,16:25:27,189,23054.75,23054.69,0.000,None,Debounce active
2026-03-30,16:25:27,190,23054.25,23054.58,0.001,None,Debounce active
2026-03-30,16:25:27,191,23054.25,23054.49,0.001,None,Debounce active
2026-03-30,16:25:27,192,23054.25,23054.43,0.001,None,Debounce active
2026-03-30,16:25:27,193,23054.25,23054.39,0.001,None,Debounce active
2026-03-30,16:25:27,194,23054.00,23054.29,0.001,None,Debounce active
2026-03-30,16:25:29,195,23054.00,23054.22,0.001,None,Debounce active
2026-03-30,16:25:29,196,23054.25,23054.23,0.000,None,Debounce active
2026-03-30,16:25:29,197,23054.25,23054.23,0.000,None,Debounce active
2026-03-30,16:25:29,198,23054.00,23054.17,0.001,None,Debounce active
2026-03-30,16:25:29,199,23054.00,23054.13,0.001,None,Debounce active
2026-03-30,16:25:29,200,23054.00,23054.10,0.000,None,Debounce active
2026-03-30,16:25:29,201,23054.00,23054.07,0.000,None,Debounce active
2026-03-30,16:25:29,202,23055.00,23054.31,0.003,None,Debounce active
2026-03-30,16:25:29,203,23055.00,23054.48,0.002,None,Debounce active
2026-03-30,16:25:29,204,23055.25,23054.67,0.003,None,Debounce active
2026-03-30,16:25:29,205,23055.00,23054.75,0.001,None,Debounce active
2026-03-30,16:25:29,206,23055.00,23054.82,0.001,None,Debounce active
2026-03-30,16:25:29,207,23055.00,23054.86,0.001,None,Debounce active
2026-03-30,16:25:29,208,23054.75,23054.83,0.000,None,Debounce active
2026-03-30,16:25:29,209,23054.75,23054.81,0.000,None,Debounce active
2026-03-30,16:25:29,210,23054.75,23054.80,0.000,None,Debounce active
2026-03-30,16:25:29,211,23054.75,23054.79,0.000,None,Debounce active
2026-03-30,16:25:29,212,23054.75,23054.78,0.000,None,Debounce active
2026-03-30,16:25:29,213,23054.50,23054.71,0.001,None,Debounce active
2026-03-30,16:25:29,214,23054.50,23054.66,0.001,None,Debounce active
2026-03-30,16:25:29,215,23054.50,23054.62,0.001,None,Debounce active
2026-03-30,16:25:29,216,23054.50,23054.59,0.000,None,Debounce active
2026-03-30,16:25:29,217,23054.25,23054.50,0.001,None,Debounce active
2026-03-30,16:25:29,218,23054.25,23054.44,0.001,None,Debounce active
2026-03-30,16:25:29,219,23054.25,23054.39,0.001,None,Debounce active
2026-03-30,16:25:30,220,23054.25,23054.36,0.000,None,Debounce active
2026-03-30,16:25:30,221,23055.00,23054.52,0.002,None,Debounce active
2026-03-30,16:25:30,222,23055.00,23054.64,0.002,None,Debounce active
2026-03-30,16:25:31,223,23055.25,23054.79,0.002,None,Debounce active
2026-03-30,16:25:31,224,23055.00,23054.84,0.001,None,Debounce active
2026-03-30,16:25:31,225,23054.75,23054.82,0.000,None,Debounce active
2026-03-30,16:25:32,226,23054.75,23054.80,0.000,None,Debounce active
2026-03-30,16:25:32,227,23054.50,23054.73,0.001,None,Debounce active
2026-03-30,16:25:32,228,23054.25,23054.61,0.002,None,Debounce active
2026-03-30,16:25:32,229,23054.75,23054.64,0.000,None,Debounce active
2026-03-30,16:25:32,230,23054.25,23054.54,0.001,None,Debounce active
2026-03-30,16:25:33,231,23054.25,23054.47,0.001,None,Debounce active
2026-03-30,16:25:33,232,23054.25,23054.42,0.001,None,Debounce active
2026-03-30,16:25:33,233,23054.25,23054.37,0.001,None,Debounce active
2026-03-30,16:25:33,234,23054.25,23054.34,0.000,None,Debounce active
2026-03-30,16:25:33,235,23054.00,23054.26,0.001,None,Debounce active
2026-03-30,16:25:33,236,23054.00,23054.19,0.001,None,Debounce active
2026-03-30,16:25:34,237,23054.50,23054.27,0.001,None,Debounce active
2026-03-30,16:25:34,238,23054.50,23054.33,0.001,None,Debounce active
2026-03-30,16:25:36,239,23054.50,23054.37,0.001,None,Debounce active
2026-03-30,16:25:36,240,23054.50,23054.40,0.000,None,Debounce active
2026-03-30,16:25:37,241,23054.25,23054.36,0.000,None,Debounce active
2026-03-30,16:25:37,242,23055.25,23054.59,0.003,None,Debounce active
2026-03-30,16:25:37,243,23055.25,23054.75,0.002,None,Debounce active
2026-03-30,16:25:38,244,23055.25,23054.88,0.002,None,Debounce active
2026-03-30,16:25:38,245,23055.25,23054.97,0.001,None,Debounce active
2026-03-30,16:25:38,246,23055.25,23055.04,0.001,None,Debounce active
2026-03-30,16:25:38,247,23055.50,23055.15,0.001,None,Debounce active
2026-03-30,16:25:38,248,23055.50,23055.24,0.001,None,Debounce active
2026-03-30,16:25:38,249,23055.50,23055.31,0.001,None,Debounce active
2026-03-30,16:25:38,250,23055.50,23055.35,0.001,None,Debounce active
2026-03-30,16:25:38,251,23055.75,23055.45,0.001,None,Debounce active
2026-03-30,16:25:38,252,23055.75,23055.53,0.001,None,Debounce active
2026-03-30,16:25:38,253,23055.75,23055.58,0.001,None,Debounce active
2026-03-30,16:25:38,254,23055.75,23055.62,0.001,None,Debounce active
2026-03-30,16:25:38,255,23056.00,23055.72,0.001,None,Debounce active
2026-03-30,16:25:38,256,23056.00,23055.79,0.001,None,Debounce active
2026-03-30,16:25:39,257,23054.50,23055.47,0.004,None,Debounce active
2026-03-30,16:25:39,258,23055.00,23055.35,0.002,None,Debounce active
2026-03-30,16:25:39,259,23055.25,23055.33,0.000,None,Debounce active
2026-03-30,16:25:40,260,23055.25,23055.31,0.000,None,Debounce active
2026-03-30,16:25:41,261,23055.25,23055.29,0.000,Buy,Order placed
2026-03-30,16:25:41,262,23054.50,23055.09,0.003,None,Debounce active
2026-03-30,16:25:41,263,23055.25,23055.13,0.001,None,Debounce active
2026-03-30,16:25:41,264,23055.75,23055.29,0.002,None,Debounce active
2026-03-30,16:25:42,265,23055.75,23055.40,0.002,None,Debounce active
2026-03-30,16:25:43,266,23055.50,23055.43,0.000,None,Debounce active
2026-03-30,16:25:44,267,23055.25,23055.38,0.001,None,Debounce active
2026-03-30,16:25:44,268,23056.00,23055.54,0.002,None,Debounce active
2026-03-30,16:25:46,269,23055.25,23055.47,0.001,None,Debounce active
2026-03-30,16:25:47,270,23055.25,23055.41,0.001,None,Debounce active
2026-03-30,16:25:47,271,23055.00,23055.31,0.001,None,Debounce active
2026-03-30,16:25:47,272,23055.00,23055.23,0.001,None,Debounce active
2026-03-30,16:25:47,273,23055.00,23055.17,0.001,None,Debounce active
2026-03-30,16:25:48,274,23055.00,23055.13,0.001,None,Debounce active
2026-03-30,16:25:48,275,23056.00,23055.35,0.003,None,Debounce active
2026-03-30,16:25:51,276,23056.25,23055.57,0.003,None,Debounce active
2026-03-30,16:25:51,277,23056.00,23055.68,0.001,None,Debounce active
2026-03-30,16:25:52,278,23056.00,23055.76,0.001,None,Debounce active
2026-03-30,16:25:52,279,23055.25,23055.63,0.002,None,Debounce active
2026-03-30,16:25:52,280,23055.50,23055.60,0.000,None,Debounce active
2026-03-30,16:25:52,281,23056.25,23055.76,0.002,None,Debounce active
2026-03-30,16:25:52,282,23056.50,23055.95,0.002,None,Debounce active
2026-03-30,16:25:52,283,23056.50,23056.08,0.002,None,Debounce active
2026-03-30,16:25:52,284,23056.75,23056.25,0.002,None,Debounce active
2026-03-30,16:25:52,285,23056.75,23056.38,0.002,None,Debounce active
2026-03-30,16:25:52,286,23057.00,23056.53,0.002,None,Debounce active
2026-03-30,16:25:52,287,23057.25,23056.71,0.002,None,Debounce active
2026-03-30,16:25:52,288,23057.00,23056.78,0.001,None,Debounce active
2026-03-30,16:25:52,289,23057.00,23056.84,0.001,None,Debounce active
2026-03-30,16:25:52,290,23056.25,23056.69,0.002,None,Debounce active
2026-03-30,16:25:52,291,23056.25,23056.58,0.001,None,Debounce active
2026-03-30,16:25:52,292,23056.25,23056.50,0.001,None,Debounce active
2026-03-30,16:25:54,293,23056.50,23056.50,0.000,None,Debounce active
2026-03-30,16:25:54,294,23056.75,23056.56,0.001,None,Debounce active
2026-03-30,16:25:55,295,23056.50,23056.55,0.000,None,Debounce active
2026-03-30,16:25:58,296,23056.75,23056.60,0.001,Buy,Order placed
2026-03-30,16:25:58,297,23056.25,23056.51,0.001,None,Debounce active
2026-03-30,16:25:58,298,23056.25,23056.45,0.001,None,Debounce active
2026-03-30,16:25:59,299,23056.25,23056.40,0.001,None,Debounce active
2026-03-30,16:25:59,300,23055.75,23056.23,0.002,None,Debounce active
2026-03-30,16:25:59,301,23055.75,23056.11,0.002,None,Debounce active
2026-03-30,16:25:59,302,23055.75,23056.02,0.001,None,Debounce active
2026-03-30,16:25:59,303,23055.75,23055.95,0.001,None,Debounce active
2026-03-30,16:25:59,304,23055.50,23055.84,0.001,None,Debounce active
2026-03-30,16:25:59,305,23055.50,23055.76,0.001,None,Debounce active
2026-03-30,16:25:59,306,23055.50,23055.69,0.001,None,Debounce active
2026-03-30,16:25:59,307,23055.50,23055.64,0.001,None,Debounce active
2026-03-30,16:25:59,308,23055.25,23055.55,0.001,None,Debounce active
2026-03-30,16:25:59,309,23056.00,23055.66,0.001,None,Debounce active
2026-03-30,16:25:59,310,23056.00,23055.74,0.001,None,Debounce active
2026-03-30,16:25:59,311,23056.00,23055.81,0.001,None,Debounce active
2026-03-30,16:25:59,312,23055.25,23055.67,0.002,None,Debounce active
2026-03-30,16:25:59,313,23055.25,23055.56,0.001,None,Debounce active
2026-03-30,16:25:59,314,23055.00,23055.42,0.002,None,Debounce active
2026-03-30,16:25:59,315,23054.75,23055.25,0.002,None,Debounce active
2026-03-30,16:25:59,316,23054.75,23055.13,0.002,None,Debounce active
2026-03-30,16:25:59,317,23054.75,23055.03,0.001,None,Debounce active
2026-03-30,16:25:59,318,23055.00,23055.03,0.000,None,Debounce active
2026-03-30,16:25:59,319,23055.00,23055.02,0.000,None,Debounce active
2026-03-30,16:25:59,320,23055.00,23055.01,0.000,None,Debounce active
2026-03-30,16:25:59,321,23055.00,23055.01,0.000,None,Debounce active
2026-03-30,16:25:59,322,23054.75,23054.95,0.001,None,Debounce active
2026-03-30,16:25:59,323,23055.25,23055.02,0.001,None,Debounce active
2026-03-30,16:26:01,324,23055.25,23055.08,0.001,None,Debounce active
2026-03-30,16:26:02,325,23055.00,23055.06,0.000,None,Debounce active
2026-03-30,16:26:03,326,23054.75,23054.98,0.001,None,Debounce active
2026-03-30,16:26:03,327,23055.25,23055.05,0.001,None,Debounce active
2026-03-30,16:26:03,328,23055.25,23055.10,0.001,None,Debounce active
2026-03-30,16:26:03,329,23055.25,23055.14,0.000,None,Debounce active
2026-03-30,16:26:03,330,23055.25,23055.17,0.000,None,Debounce active
2026-03-30,16:26:04,331,23055.25,23055.19,0.000,None,Debounce active
2026-03-30,16:26:04,332,23055.25,23055.20,0.000,None,Debounce active
2026-03-30,16:26:04,333,23054.75,23055.09,0.001,None,Debounce active
2026-03-30,16:26:04,334,23054.75,23055.00,0.001,None,Debounce active
2026-03-30,16:26:04,335,23054.75,23054.94,0.001,None,Debounce active
2026-03-30,16:26:04,336,23055.00,23054.96,0.000,None,Debounce active
2026-03-30,16:26:04,337,23054.75,23054.90,0.001,None,Debounce active
2026-03-30,16:26:04,338,23054.75,23054.87,0.001,None,Debounce active
2026-03-30,16:26:05,339,23055.25,23054.96,0.001,None,Debounce active
2026-03-30,16:26:05,340,23055.50,23055.10,0.002,None,Debounce active
2026-03-30,16:26:05,341,23054.75,23055.01,0.001,None,Debounce active
2026-03-30,16:26:05,342,23055.50,23055.13,0.002,None,Debounce active
2026-03-30,16:26:05,343,23055.50,23055.22,0.001,None,Debounce active
2026-03-30,16:26:05,344,23055.75,23055.36,0.002,None,Debounce active
2026-03-30,16:26:05,345,23055.75,23055.45,0.001,None,Debounce active
2026-03-30,16:26:06,346,23056.00,23055.59,0.002,None,Debounce active
2026-03-30,16:26:06,347,23055.75,23055.63,0.001,None,Debounce active
2026-03-30,16:26:06,348,23055.25,23055.54,0.001,None,Debounce active
2026-03-30,16:26:07,349,23055.25,23055.46,0.001,None,Debounce active
2026-03-30,16:26:07,350,23054.50,23055.22,0.003,None,Debounce active
2026-03-30,16:26:07,351,23054.50,23055.04,0.002,None,Debounce active
2026-03-30,16:26:07,352,23054.00,23054.78,0.003,None,Debounce active
2026-03-30,16:26:07,353,23054.00,23054.59,0.003,None,Debounce active
2026-03-30,16:26:07,354,23053.75,23054.38,0.003,None,Debounce active
2026-03-30,16:26:08,355,23053.75,23054.22,0.002,None,Debounce active
2026-03-30,16:26:08,356,23053.50,23054.04,0.002,None,Debounce active
2026-03-30,16:26:08,357,23053.50,23053.91,0.002,None,Debounce active
2026-03-30,16:26:08,358,23053.50,23053.80,0.001,None,Debounce active
2026-03-30,16:26:08,359,23053.50,23053.73,0.001,None,Debounce active
2026-03-30,16:26:08,360,23053.75,23053.73,0.000,None,Debounce active
2026-03-30,16:26:08,361,23054.50,23053.93,0.002,None,Debounce active
2026-03-30,16:26:08,362,23054.50,23054.07,0.002,None,Debounce active
2026-03-30,16:26:08,363,23054.50,23054.18,0.001,None,Debounce active
2026-03-30,16:26:08,364,23054.50,23054.26,0.001,None,Debounce active
2026-03-30,16:26:09,365,23054.25,23054.26,0.000,None,Debounce active
2026-03-30,16:26:09,366,23054.50,23054.32,0.001,None,Debounce active
2026-03-30,16:26:09,367,23054.50,23054.36,0.001,None,Debounce active
2026-03-30,16:26:09,368,23054.75,23054.46,0.001,None,Debounce active
2026-03-30,16:26:09,369,23054.75,23054.53,0.001,None,Debounce active
2026-03-30,16:26:09,370,23055.25,23054.71,0.002,None,Debounce active
2026-03-30,16:26:09,371,23054.00,23054.53,0.002,None,Debounce active
2026-03-30,16:26:09,372,23054.00,23054.40,0.002,None,Debounce active
2026-03-30,16:26:09,373,23053.75,23054.24,0.002,None,Debounce active
2026-03-30,16:26:09,374,23053.75,23054.12,0.002,None,Debounce active
2026-03-30,16:26:09,375,23053.75,23054.02,0.001,None,Debounce active
2026-03-30,16:26:09,376,23053.50,23053.89,0.002,None,Debounce active
